Label,Artist,Id,Track,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Genre
We Are Young (feat. Janelle Monáe) - feat. Janelle Monae,Fun.,508,We Are Young (feat. Janelle Monáe) - feat. Janelle Monae Fun.,0.445,0.296,-7.091,0.0419,0.815,0.0,0.0562,0.289,169.331,272547,baroque pop
We Are the People,Empire Of The Sun,509,We Are the People Empire Of The Sun,0.675,0.781,-5.404,0.0306,0.0801,0.0143,0.422,0.534,122.989,267373,alternative dance
"Welcome Home, Son",Radical Face,510,"Welcome Home, Son Radical Face",0.587,0.497,-10.757,0.0307,0.723,0.782,0.142,0.401,144.972,287634,indie folk
What Is Love,Haddaway,511,What Is Love Haddaway,0.683,0.772,-7.907,0.0311,0.0222,0.0149,0.203,0.737,123.871,270373,bubblegum dance
What Makes You Beautiful,One Direction,512,What Makes You Beautiful One Direction,0.726,0.787,-2.494,0.0737,0.009,0.0,0.0596,0.888,124.99,199987,boy band
What The Water Gave Me,Florence + The Machine,513,What The Water Gave Me Florence + The Machine,0.491,0.566,-6.445,0.0319,0.00933,0.000226,0.114,0.184,124.091,333467,baroque pop
What You Know,Two Door Cinema Club,514,What You Know Two Door Cinema Club,0.561,0.741,-4.239,0.0419,0.000715,1.4e-05,0.0822,0.776,139.001,191707,indietronica
What's Up?,4 Non Blondes,515,What's Up? 4 Non Blondes,0.565,0.564,-10.044,0.0292,0.161,0.0,0.114,0.454,134.355,295533,new wave pop
When A Fire Starts To Burn,Disclosure,516,When A Fire Starts To Burn Disclosure,0.625,0.756,-6.954,0.231,0.00933,0.00134,0.324,0.673,123.948,284027,house
When I Come Around,Green Day,517,When I Come Around Green Day,0.531,0.909,-4.236,0.034,0.0175,0.0,0.231,0.814,97.546,178000,permanent wave
When You Were Young,The Killers,518,When You Were Young The Killers,0.467,0.988,-3.313,0.112,0.000152,0.0484,0.28,0.321,130.433,220427,alternative rock
White Noise,Disclosure,519,White Noise Disclosure,0.683,0.845,-6.17,0.051,0.0103,0.000108,0.345,0.874,119.966,277520,house
White Winter Hymnal,Fleet Foxes,520,White Winter Hymnal Fleet Foxes,0.817,0.414,-12.478,0.0533,0.13,3.85e-05,0.0678,0.479,125.987,167253,a cappella
Wind Of Change,Scorpions,521,Wind Of Change Scorpions,0.452,0.524,-10.108,0.0351,0.315,0.0,0.103,0.246,151.505,312360,album rock
With Or Without You,U2,522,With Or Without You U2,0.54,0.429,-11.822,0.0285,0.000202,0.355,0.141,0.113,110.171,295516,irish rock
Wrecking Ball,Miley Cyrus,523,Wrecking Ball Miley Cyrus,0.53,0.422,-6.262,0.0342,0.407,0.0,0.107,0.349,119.964,221360,dance pop
Yellow,Coldplay,524,Yellow Coldplay,0.429,0.661,-7.227,0.0281,0.00239,0.000121,0.234,0.285,173.372,266773,permanent wave
You & Me - Flume Remix,Disclosure,525,You & Me - Flume Remix Disclosure,0.593,0.392,-6.872,0.0257,0.382,0.000114,0.131,0.25,75.065,282813,house
You Can Call Me Al,Paul Simon,526,You Can Call Me Al Paul Simon,0.776,0.763,-8.124,0.0534,0.182,0.00647,0.077,0.82,128.433,280000,classic rock
You Make My Dreams,Daryl Hall & John Oates,527,You Make My Dreams Daryl Hall & John Oates,0.751,0.501,-12.151,0.0551,0.234,0.112,0.0467,0.902,167.057,190627,album rock
Young And Beautiful,Lana Del Rey,528,Young And Beautiful Lana Del Rey,0.324,0.416,-8.92,0.0368,0.262,3.69e-05,0.11,0.151,113.986,236053,art pop
Young Blood,The Naked And Famous,529,Young Blood The Naked And Famous,0.579,0.865,-4.692,0.0302,5.63e-05,0.000221,0.649,0.358,104.99,246600,alternative dance
Your Love,The Outfield,530,Your Love The Outfield,0.555,0.757,-7.868,0.0601,0.103,1.16e-06,0.0631,0.582,129.607,221840,album rock
Paradise,Coldplay,531,Paradise Coldplay,0.449,0.585,-6.761,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,278719,permanent wave
Work B**ch,Britney Spears,532,Work B**ch Britney Spears,0.798,0.338,-13.795,0.0384,0.618,0.956,0.107,0.187,124.006,333871,"Sorry, that one does not seem to be on any of  Spotify data yet"
Heartbeat,Childish Gambino,533,Heartbeat Childish Gambino,0.8,0.545,-7.002,0.126,0.00373,0.000507,0.0445,0.292,119.965,269840,atl hip hop
Lust For Life,Iggy Pop,534,Lust For Life Iggy Pop,0.383,0.97,-5.638,0.0435,0.0276,0.0,0.0942,0.62,101.603,313926,alternative rock
You Get What You Give,New Radicals,535,You Get What You Give New Radicals,0.621,0.901,-5.396,0.0302,0.17,0.0,0.0875,0.744,113.967,300773,pop rock
Outside,Calvin Harris,536,Outside Calvin Harris,0.646,0.823,-4.123,0.0394,0.213,0.0,0.322,0.418,128.035,227267,pop
Anything Could Happen,Ellie Goulding,537,Anything Could Happen Ellie Goulding,0.702,0.781,-4.081,0.03,0.433,0.0,0.135,0.382,102.997,286322,dance pop
Mirrors,Justin Timberlake,538,Mirrors Justin Timberlake,0.574,0.512,-6.664,0.0503,0.234,0.0,0.0946,0.512,76.899,484147,dance pop
Suit & Tie,Justin Timberlake,539,Suit & Tie Justin Timberlake,0.795,0.596,-3.799,0.219,0.103,0.0,0.164,0.357,101.985,326280,dance pop
"Happy - From Despicable Me 2""""",Pharrell Williams,540,"Happy - From Despicable Me 2"""" Pharrell Williams",0.647,0.822,-4.662,0.183,0.219,0.0,0.0908,0.962,160.019,232720,pop rap
Royals,Lorde,541,Royals Lorde,0.674,0.428,-9.504,0.122,0.121,0.0,0.132,0.337,84.878,190185,art pop
A Sky Full of Stars,Coldplay,542,A Sky Full of Stars Coldplay,0.545,0.675,-6.474,0.0279,0.00617,0.00197,0.209,0.162,124.97,267867,permanent wave
Rolling In The Deep,Adele,543,Rolling In The Deep Adele,0.73,0.769,-5.114,0.0298,0.138,0.0,0.0473,0.507,104.948,228093,british soul
The Scientist,Coldplay,544,The Scientist Coldplay,0.557,0.442,-7.224,0.0243,0.731,1.46e-05,0.11,0.213,146.277,309600,permanent wave
La La La,Naughty Boy,545,La La La Naughty Boy,0.772,0.65,-5.202,0.0306,0.107,1.13e-06,0.0905,0.262,125.082,222200,tropical house
Fluorescent Adolescent,Arctic Monkeys,546,Fluorescent Adolescent Arctic Monkeys,0.646,0.813,-5.29,0.0288,0.00178,2.26e-05,0.144,0.821,112.115,173493,garage rock
I Will Wait,Mumford & Sons,547,I Will Wait Mumford & Sons,0.48,0.756,-5.399,0.0333,0.00993,0.00704,0.312,0.447,131.127,276720,modern folk rock
Junk of the Heart (Happy),The Kooks,548,Junk of the Heart (Happy) The Kooks,0.604,0.894,-5.0,0.037,0.0212,0.0,0.0299,0.901,145.017,187253,brighton indie
Little Lion Man,Mumford & Sons,549,Little Lion Man Mumford & Sons,0.517,0.481,-8.273,0.0272,0.0293,1.79e-05,0.0903,0.461,138.51,246973,modern folk rock
We Are Never Ever Getting Back Together,Taylor Swift,550,We Are Never Ever Getting Back Together Taylor Swift,0.567,0.686,-6.139,0.175,0.0317,1.86e-06,0.0732,0.716,172.014,193147,pop
Elastic Heart,Sia,551,Elastic Heart Sia,0.421,0.791,-4.998,0.0496,0.0117,1.48e-05,0.146,0.499,130.075,257200,australian dance
A-Punk,Vampire Weekend,552,A-Punk Vampire Weekend,0.551,0.819,-4.489,0.0525,0.0103,0.0437,0.153,0.846,174.917,137760,baroque pop
Bitter Sweet Symphony,The Verve,553,Bitter Sweet Symphony The Verve,0.356,0.917,-6.006,0.0479,0.0335,0.0,0.406,0.518,171.176,357267,alternative rock
Happy,Pharrell Williams,554,Happy Pharrell Williams,0.647,0.822,-4.662,0.183,0.219,0.0,0.0908,0.962,160.019,232720,pop rap
Viva La Vida,Coldplay,555,Viva La Vida Coldplay,0.486,0.617,-7.115,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,242373,permanent wave
Burn,Ellie Goulding,556,Burn Ellie Goulding,0.559,0.777,-5.031,0.0432,0.31,0.0,0.105,0.329,87.016,231212,dance pop
Someone Like You,Adele,557,Someone Like You Adele,0.556,0.319,-8.251,0.0281,0.893,0.0,0.0996,0.294,135.187,285240,british soul
Last Christmas - Single Version,Wham!,558,Last Christmas - Single Version Wham!,0.798,0.548,-9.115,0.0314,0.161,2.44e-06,0.0732,0.832,105.765,283800,new wave pop
Let's Stay Together,Al Green,559,Let's Stay Together Al Green,0.756,0.397,-10.701,0.0522,0.57,0.0115,0.0542,0.507,101.985,199396,classic soul
Trojans,Atlas Genius,560,Trojans Atlas Genius,0.721,0.822,-4.843,0.0391,0.0113,7.01e-05,0.0898,0.536,140.002,217387,indie poptimism
Skinny Love,Birdy,561,Skinny Love Birdy,0.379,0.29,-8.485,0.051,0.952,0.00106,0.118,0.169,166.467,201080,pop
Civilization,Justice,562,Civilization Justice,0.575,0.625,-5.296,0.0345,0.00145,0.0,0.0817,0.282,111.984,250826,alternative dance
Finally Moving,Pretty Lights,563,Finally Moving Pretty Lights,0.735,0.555,-8.84,0.0366,0.382,0.856,0.0952,0.523,100.01,277975,edm
Maps,Yeah Yeah Yeahs,564,Maps Yeah Yeah Yeahs,0.502,0.941,-5.194,0.0716,0.000346,0.319,0.553,0.124,119.783,219987,alternative dance
Skinny Love,Bon Iver,565,Skinny Love Bon Iver,0.592,0.263,-14.029,0.0568,0.845,5.68e-06,0.127,0.109,76.366,238520,eau claire indie
Something Good Can Work,Two Door Cinema Club,566,Something Good Can Work Two Door Cinema Club,0.648,0.833,-5.321,0.0327,0.00583,0.000787,0.178,0.64,119.935,164187,indietronica
You Know I'm No Good,Amy Winehouse,567,You Know I'm No Good Amy Winehouse,0.694,0.496,-14.222,0.0329,0.0139,0.00356,0.0644,0.799,103.372,257187,british soul
Black Skinhead,Kanye West,568,Black Skinhead Kanye West,0.766,0.809,-6.123,0.279,0.0011,0.0,0.168,0.325,130.127,188013,chicago rap
Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,569,Can't Hold Us - feat. Ray Dalton Macklemore & Ryan Lewis,0.641,0.922,-4.457,0.0786,0.0291,0.0,0.0862,0.847,146.078,258343,dance pop
Club Foot,Kasabian,570,Club Foot Kasabian,0.238,0.919,-6.893,0.0816,0.0257,2.31e-05,0.0914,0.123,101.752,214373,alternative rock
Forgot About Dre,Dr. Dre,571,Forgot About Dre Dr. Dre,0.924,0.74,-1.299,0.0774,0.0827,0.0,0.163,0.621,133.974,222293,rap
Lights - Single Version,Ellie Goulding,572,Lights - Single Version Ellie Goulding,0.683,0.789,-6.132,0.0353,0.0283,0.0492,0.112,0.809,120.013,211800,dance pop
Otis,JAY Z,573,Otis JAY Z,0.754,0.631,-4.751,0.307,0.552,0.0,0.5,0.432,94.577,178213,rap
Radioactive,Imagine Dragons,574,Radioactive Imagine Dragons,0.448,0.784,-3.686,0.0627,0.106,0.000108,0.668,0.236,136.245,186813,modern rock
Run This Town [Jay-Z + Rihanna + Kanye West],JAY Z,575,Run This Town [Jay-Z + Rihanna + Kanye West] JAY Z,0.674,0.717,-7.865,0.0521,0.013,0.829,0.0592,0.256,84.938,276000,workout product
The Monster,Eminem,576,The Monster Eminem,0.781,0.853,-3.68,0.0715,0.0525,0.0,0.12,0.624,110.049,250189,detroit hip hop
The Seed (2.0),The Roots,577,The Seed (2.0) The Roots,0.758,0.957,-2.281,0.0357,0.039,0.0,0.133,0.966,111.121,267933,alternative hip hop
i,Kendrick Lamar,578,i Kendrick Lamar,0.755,0.884,-5.296,0.0638,0.0208,2.97e-06,0.248,0.897,121.927,231933,conscious hip hop
Afterlife,Arcade Fire,579,Afterlife Arcade Fire,0.64,0.868,-5.527,0.0341,0.0986,0.0454,0.242,0.798,115.968,353086,alternative dance
Best Day Of My Life,American Authors,580,Best Day Of My Life American Authors,0.673,0.902,-2.392,0.0346,0.0591,0.000262,0.0558,0.538,100.012,194240,indie poptimism
Call Me Maybe,Carly Rae Jepsen,581,Call Me Maybe Carly Rae Jepsen,0.783,0.58,-6.548,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,193400,canadian pop
Changes - Original Mix,Faul & Wad Ad,582,Changes - Original Mix Faul & Wad Ad,0.824,0.697,-8.245,0.0372,0.00899,0.682,0.0651,0.261,125.998,343560,tropical house
Die Young,Ke$ha,583,Die Young Ke$ha,0.711,0.7,-4.805,0.046,0.00498,0.000125,0.215,0.801,128.001,211920,dance pop
Paradise Circus,Massive Attack,584,Paradise Circus Massive Attack,0.81,0.591,-13.385,0.0638,0.414,0.799,0.072,0.297,136.028,297775,big beat
Samson,Regina Spektor,585,Samson Regina Spektor,0.49,0.193,-9.544,0.0421,0.862,9.74e-06,0.113,0.184,89.154,189507,indie pop
The Man,Aloe Blacc,586,The Man Aloe Blacc,0.308,0.769,-7.256,0.065,0.0331,0.0,0.214,0.488,81.853,254880,pop soul
The Wire,Haim,587,The Wire Haim,0.547,0.635,-5.569,0.137,0.0127,5.01e-06,0.0585,0.525,113.678,245293,art pop
Timber,Pitbull,588,Timber Pitbull,0.581,0.963,-4.087,0.0981,0.0295,0.0,0.139,0.788,129.992,204160,pop
Waves - Robin Schulz Radio Edit,Mr. Probz,589,Waves - Robin Schulz Radio Edit Mr. Probz,0.829,0.51,-9.334,0.0369,0.00821,0.00143,0.0829,0.45,119.994,208133,tropical house
Come & Get It,Selena Gomez,590,Come & Get It Selena Gomez,0.546,0.787,-4.1,0.0517,0.0101,0.00021,0.0809,0.573,79.979,231987,dance pop
Stereo Hearts - feat. Adam Levine,Gym Class Heroes,591,Stereo Hearts - feat. Adam Levine Gym Class Heroes,0.691,0.248,-17.064,0.817,0.619,0.0,0.382,0.468,130.91,59733,dance pop
Super Bass,Nicki Minaj,592,Super Bass Nicki Minaj,0.723,0.86,-4.357,0.203,0.271,4.56e-06,0.598,0.667,126.979,200013,dance pop
Under Pressure - Remastered 2011,Queen,593,Under Pressure - Remastered 2011 Queen,0.671,0.711,-7.813,0.0478,0.422,0.0,0.104,0.466,113.809,248440,rock
The Look,Metronomy,594,The Look Metronomy,0.638,0.535,-7.792,0.0415,0.623,0.0391,0.0837,0.504,84.947,277653,alternative dance
Close To Me,The Cure,595,Close To Me The Cure,0.725,0.524,-11.121,0.116,0.0748,0.764,0.0819,0.961,185.134,203267,new wave
Crazy,Gnarls Barkley,596,Crazy Gnarls Barkley,0.835,0.741,-1.609,0.0339,0.0172,0.0577,0.0826,0.612,111.963,182066,atl hip hop
Dancing in the Dark,Bruce Springsteen,597,Dancing in the Dark Bruce Springsteen,0.527,0.942,-5.64,0.0366,0.0115,0.0,0.188,0.495,148.723,241307,classic rock
Heroes,David Bowie,598,Heroes David Bowie,0.49,0.758,-6.491,0.0297,0.000671,0.484,0.092,0.435,112.114,371413,art rock
Two Weeks,Grizzly Bear,599,Two Weeks Grizzly Bear,0.537,0.712,-5.597,0.0286,0.289,0.00568,0.08,0.704,159.871,243160,alternative dance
Reflektor,Arcade Fire,600,Reflektor Arcade Fire,0.585,0.717,-8.379,0.0311,0.0561,0.0148,0.366,0.636,111.563,450984,alternative dance
Mercy,Kanye West,601,Mercy Kanye West,0.563,0.496,-9.381,0.406,0.0685,5.8e-05,0.173,0.426,139.993,329320,rap
Banquet,Bloc Party,602,Banquet Bloc Party,0.578,0.892,-7.952,0.0441,0.000139,0.0111,0.215,0.892,150.253,196613,alternative dance
Dark Horse,Katy Perry,603,Dark Horse Katy Perry,0.645,0.585,-6.122,0.0513,0.00314,0.0,0.165,0.353,131.931,215672,dance pop
Habits (Stay High),Tove Lo,604,Habits (Stay High) Tove Lo,0.729,0.65,-3.539,0.0313,0.0702,6.69e-05,0.0829,0.347,110.02,209160,art pop
Hot N Cold,Katy Perry,605,Hot N Cold Katy Perry,0.706,0.841,-3.956,0.0418,7.95e-05,0.0,0.0688,0.861,132.032,220227,dance pop
TiK ToK,Ke$ha,606,TiK ToK Ke$ha,0.755,0.837,-2.718,0.142,0.0991,0.0,0.289,0.714,120.028,199693,dance pop
"Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,607,"Signed, Sealed, Delivered (I'm Yours) Stevie Wonder",0.675,0.597,-11.329,0.0337,0.0534,0.0,0.0986,0.828,108.875,161160,adult standards
Take Me To Church,Hozier,608,Take Me To Church Hozier,0.566,0.664,-5.303,0.0464,0.634,0.0,0.116,0.437,128.945,241693,irish singer-songwriter
Lost,Frank Ocean,609,Lost Frank Ocean,0.913,0.603,-4.892,0.226,0.0272,0.000503,0.167,0.497,123.061,234093,alternative r&b
Bound 2,Kanye West,610,Bound 2 Kanye West,0.367,0.665,-2.821,0.0465,0.145,0.0,0.113,0.31,148.913,229147,chicago rap
Just Dance,Lady Gaga,611,Just Dance Lady Gaga,0.822,0.739,-4.541,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,241933,dance pop
Bad Romance,Lady Gaga,612,Bad Romance Lady Gaga,0.696,0.921,-3.755,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,294573,art pop
Poker Face,Lady Gaga,613,Poker Face Lady Gaga,0.851,0.806,-4.62,0.0787,0.118,1.64e-06,0.121,0.787,118.999,237200,art pop
I Want It That Way,Backstreet Boys,614,I Want It That Way Backstreet Boys,0.689,0.694,-5.83,0.027,0.257,0.0,0.148,0.482,99.039,213307,boy band
Total Eclipse of the Heart,Bonnie Tyler,615,Total Eclipse of the Heart Bonnie Tyler,0.431,0.723,-5.887,0.0568,0.145,0.0,0.374,0.19,130.141,267360,europop
Toxic,Britney Spears,616,Toxic Britney Spears,0.774,0.838,-3.914,0.114,0.0249,0.025,0.242,0.924,143.04,198800,dance pop
What's My Age Again?,blink-182,617,What's My Age Again? blink-182,0.391,0.951,-7.419,0.0692,0.0126,0.000378,0.0878,0.468,157.66,148360,pop punk
Heart Of Gold,Neil Young,618,Heart Of Gold Neil Young,0.541,0.459,-10.433,0.0297,0.189,0.0274,0.099,0.803,171.165,187013,album rock
Walk Of Life,Dire Straits,619,Walk Of Life Dire Straits,0.461,0.936,-6.866,0.109,0.435,9.13e-05,0.124,0.804,172.404,252467,album rock
It Was A Good Day,Ice Cube,620,It Was A Good Day Ice Cube,0.798,0.744,-5.328,0.136,0.33,0.000106,0.292,0.794,82.356,260000,conscious hip hop
Regulate,Warren G,621,Regulate Warren G,0.849,0.521,-12.999,0.216,0.304,1.65e-06,0.115,0.763,95.265,248867,west coast rap
Locked Out Of Heaven,Bruno Mars,622,Locked Out Of Heaven Bruno Mars,0.726,0.698,-4.165,0.0431,0.049,0.0,0.309,0.867,143.994,233478,dance pop
Treasure,Bruno Mars,623,Treasure Bruno Mars,0.874,0.692,-5.28,0.0431,0.0412,7.24e-05,0.324,0.937,116.017,178560,dance pop
When I Was Your Man,Bruno Mars,624,When I Was Your Man Bruno Mars,0.612,0.28,-8.648,0.0434,0.932,0.0,0.088,0.387,72.795,213827,dance pop
(Sittin' On) The Dock Of The Bay,Otis Redding,625,(Sittin' On) The Dock Of The Bay Otis Redding,0.769,0.367,-11.226,0.0312,0.684,1.62e-05,0.081,0.535,103.621,163756,classic soul
Hypnotize,The Notorious B.I.G.,626,Hypnotize The Notorious B.I.G.,0.901,0.697,-3.439,0.28,0.145,0.0,0.287,0.67,93.941,229827,east coast hip hop
In Da Club,50 Cent,627,In Da Club 50 Cent,0.902,0.72,-2.776,0.347,0.26,0.0,0.0749,0.805,90.059,193467,east coast hip hop
The Next Episode,Dr. Dre,628,The Next Episode Dr. Dre,0.922,0.909,-2.429,0.27,0.0281,0.0,0.0856,0.309,95.295,161507,west coast rap
Walk This Way,RUN-DMC,629,Walk This Way RUN-DMC,0.761,0.711,-7.989,0.0604,0.0174,0.000101,0.0652,0.947,105.448,310387,east coast hip hop
Lovely Day,Bill Withers,630,Lovely Day Bill Withers,0.692,0.651,-8.267,0.0324,0.292,0.00241,0.105,0.706,97.923,254560,funk
99 Problems,JAY Z,631,99 Problems JAY Z,0.494,0.887,-4.297,0.398,0.00661,0.0,0.103,0.548,89.554,234627,east coast hip hop
Born This Way,Lady Gaga,632,Born This Way Lady Gaga,0.587,0.828,-5.108,0.161,0.00327,0.0,0.331,0.494,123.907,260253,art pop
Empire State Of Mind [Jay-Z + Alicia Keys],JAY Z,633,Empire State Of Mind [Jay-Z + Alicia Keys] JAY Z,0.696,0.683,-8.766,0.126,0.0224,1.81e-06,0.135,0.796,86.667,275753,
Footloose,Kenny Loggins,634,Footloose Kenny Loggins,0.546,0.895,-7.189,0.0579,0.0819,1.42e-05,0.0768,0.494,174.089,220707,album rock
Give Me Everything,Pitbull,635,Give Me Everything Pitbull,0.671,0.939,-3.206,0.161,0.191,0.0,0.298,0.53,129.024,252307,dance pop
Love The Way You Lie,Eminem,636,Love The Way You Lie Eminem,0.749,0.925,-5.034,0.227,0.241,0.0,0.52,0.641,86.989,263373,detroit hip hop
Memories (feat. Kid Cudi),David Guetta,637,Memories (feat. Kid Cudi) David Guetta,0.561,0.87,-6.103,0.343,0.0015,2.82e-06,0.246,0.498,129.98,210093,pop rap
My Girl,The Temptations,638,My Girl The Temptations,0.572,0.418,-10.738,0.0349,0.635,0.0,0.0961,0.694,104.566,165000,brill building pop
Not Afraid,Eminem,639,Not Afraid Eminem,0.855,0.954,-1.19,0.264,0.529,0.0,0.205,0.668,114.635,248133,detroit hip hop
Sexual Healing,Marvin Gaye,640,Sexual Healing Marvin Gaye,0.805,0.602,-9.7,0.0579,0.119,0.000122,0.0581,0.744,94.382,238600,classic soul
Sexy Bitch,David Guetta,641,Sexy Bitch David Guetta,0.813,0.627,-5.018,0.0486,0.0771,0.000616,0.131,0.801,130.011,195853,dance pop
The Final Countdown,Europe,642,The Final Countdown Europe,0.529,0.843,-6.908,0.0616,0.0628,0.000827,0.0608,0.188,117.662,310333,album rock
Walking On A Dream,Empire Of The Sun,643,Walking On A Dream Empire Of The Sun,0.871,0.701,-5.594,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,198440,alternative dance
When Love Takes Over (feat. Kelly Rowland),David Guetta,644,When Love Takes Over (feat. Kelly Rowland) David Guetta,0.675,0.862,-4.614,0.0253,0.0165,0.000427,0.169,0.498,129.967,191000,big room
Where Them Girls At (feat. Nicki Minaj & Flo Rida),David Guetta,645,Where Them Girls At (feat. Nicki Minaj & Flo Rida) David Guetta,0.664,0.872,-3.117,0.0396,0.0306,0.0,0.228,0.555,129.873,210093,pop rap
Ghost,Ella Henderson,646,Ghost Ella Henderson,0.68,0.84,-3.823,0.0414,0.0457,8.66e-06,0.143,0.468,104.975,213213,dance pop
Hideaway,Kiesza,647,Hideaway Kiesza,0.838,0.72,-4.135,0.0483,0.0862,0.00697,0.0772,0.204,122.99,251987,electropop
I Got U,Duke Dumont,648,I Got U Duke Dumont,0.636,0.761,-7.752,0.035,0.00377,0.00784,0.0851,0.463,120.837,285596,tropical house
My Love,Route 94,649,My Love Route 94,0.814,0.622,-7.573,0.0492,0.000132,0.72,0.0658,0.726,119.976,259934,deep groove house
All of Me,John Legend,650,All of Me John Legend,0.422,0.264,-7.064,0.0322,0.922,0.0,0.132,0.331,119.93,269560,neo soul
Tom Ford,JAY Z,651,Tom Ford JAY Z,0.863,0.705,-6.202,0.31,0.05,2.21e-05,0.524,0.599,145.099,189013,east coast hip hop
You've Got The Love,Florence + The Machine,652,You've Got The Love Florence + The Machine,0.574,0.704,-4.72,0.0319,0.00455,0.0,0.107,0.368,109.999,168667,baroque pop
Here Comes Your Man,Pixies,653,Here Comes Your Man Pixies,0.669,0.795,-10.865,0.0285,0.00772,0.0781,0.401,0.882,124.594,201187,alternative rock
Animal,Miike Snow,654,Animal Miike Snow,0.774,0.721,-6.662,0.0773,0.0126,6.49e-06,0.0952,0.654,118.048,263427,alternative dance
Chelsea Dagger,The Fratellis,655,Chelsea Dagger The Fratellis,0.512,0.817,-3.154,0.142,0.0505,0.0,0.0775,0.552,154.607,215173,alternative rock
Do You Want To,Franz Ferdinand,656,Do You Want To Franz Ferdinand,0.412,0.944,-2.896,0.0448,0.0724,0.000493,0.801,0.79,123.091,215000,alternative dance
The Real Slim Shady,Eminem,657,The Real Slim Shady Eminem,0.949,0.661,-4.244,0.0572,0.0302,0.0,0.0454,0.76,104.504,284200,detroit hip hop
Without Me,Eminem,658,Without Me Eminem,0.908,0.669,-2.827,0.0738,0.00286,0.0,0.237,0.662,112.238,290320,detroit hip hop
Boom Clap,Charli XCX,659,Boom Clap Charli XCX,0.659,0.911,-2.28,0.0786,0.154,0.000304,0.191,0.576,91.999,169866,art pop
Demons,Imagine Dragons,660,Demons Imagine Dragons,0.505,0.71,-3.015,0.0321,0.19,0.00025,0.329,0.428,89.938,175200,modern rock
Galvanize,The Chemical Brothers,661,Galvanize The Chemical Brothers,0.745,0.714,-3.681,0.0751,0.0141,0.0222,0.363,0.365,104.003,393813,alternative dance
Heartbeats,The Knife,662,Heartbeats The Knife,0.649,0.753,-4.874,0.0319,0.0209,5.84e-05,0.105,0.46,87.989,231853,alternative dance
Hey There Delilah,Plain White T's,663,Hey There Delilah Plain White T's,0.656,0.291,-10.572,0.0293,0.872,0.0,0.114,0.298,103.971,232533,neo mellow
I Can Talk,Two Door Cinema Club,664,I Can Talk Two Door Cinema Club,0.475,0.753,-5.058,0.214,2.58e-05,0.0968,0.212,0.672,162.92,177427,indietronica
Learn to Fly,Foo Fighters,665,Learn to Fly Foo Fighters,0.465,0.919,-4.025,0.0408,1.83e-05,2.07e-05,0.262,0.537,135.997,235293,alternative metal
Let's Go Surfing,The Drums,666,Let's Go Surfing The Drums,0.577,0.814,-5.694,0.032,0.209,0.000525,0.0773,0.785,174.059,175427,brooklyn indie
My Hero,Foo Fighters,667,My Hero Foo Fighters,0.398,0.927,-4.212,0.0567,6.2e-05,0.000177,0.0575,0.311,77.106,260027,alternative metal
Pumped up Kicks,Foster The People,668,Pumped up Kicks Foster The People,0.733,0.71,-5.849,0.0292,0.145,0.115,0.0956,0.965,127.975,239600,indietronica
Safe And Sound,Capital Cities,669,Safe And Sound Capital Cities,0.655,0.819,-4.852,0.0316,0.000176,0.00374,0.104,0.766,117.956,192790,metropopolis
The Pretender,Foo Fighters,670,The Pretender Foo Fighters,0.433,0.959,-4.04,0.0431,0.000917,0.0,0.028,0.365,172.984,269373,alternative metal
Winter Winds,Mumford & Sons,671,Winter Winds Mumford & Sons,0.324,0.494,-7.274,0.0319,0.221,0.0,0.347,0.39,125.766,219680,modern folk rock
The Blower's Daughter,Damien Rice,672,The Blower's Daughter Damien Rice,0.342,0.2,-13.569,0.0324,0.134,0.000153,0.341,0.0743,133.113,286653,acoustic pop
The Suburbs,Arcade Fire,673,The Suburbs Arcade Fire,0.616,0.682,-6.148,0.0265,0.0578,0.0241,0.342,0.528,117.78,315200,alternative dance
Wake Up,Arcade Fire,674,Wake Up Arcade Fire,0.252,0.8,-4.845,0.0368,0.12,0.0538,0.118,0.29,139.361,335333,alternative dance
Bad (feat. Vassy) - Radio Edit,David Guetta,675,Bad (feat. Vassy) - Radio Edit David Guetta,0.614,0.972,-3.927,0.088,0.00125,0.0186,0.328,0.411,127.966,170625,pop dance
Dangerous (feat. Sam Martin),David Guetta,676,Dangerous (feat. Sam Martin) David Guetta,0.466,0.747,-4.838,0.0795,0.417,9.76e-06,0.107,0.43,92.161,203641,big room
Lovers on the Sun (feat. Sam Martin),David Guetta,677,Lovers on the Sun (feat. Sam Martin) David Guetta,0.645,0.891,-2.505,0.0387,0.0932,3.88e-06,0.379,0.568,124.915,203520,big room
Shot me Down (feat. Skylar Grey) - Radio Edit,David Guetta,678,Shot me Down (feat. Skylar Grey) - Radio Edit David Guetta,0.347,0.772,-4.359,0.0549,0.0597,0.0333,0.115,0.035,192.118,191412,big room
